"race" "natcrime"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Much"
"White" "Too Little"
"White" "About Right"
"Black" "About Right"
"Black" "About Right"
"Black" "Too Much"
"Black" "Too Little"
"Black" NA
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Much"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "About Right"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Much"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Much"
"White" NA
"Black" "Too Much"
"Black" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Much"
"Black" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"Black" "Too Little"
"Black" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "About Right"
"White" "Too Much"
"White" "Too Much"
"White" NA
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" NA
"White" "Too Much"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"Black" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"Black" NA
"Black" "About Right"
"Black" NA
"Black" "About Right"
"White" NA
"Black" "About Right"
"Black" "Too Little"
"Black" "Too Little"
"White" "About Right"
"Black" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"Black" "About Right"
"White" "Too Little"
"Black" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "About Right"
"White" "About Right"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"Black" "Too Much"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"Black" "Too Little"
"Black" "Too Little"
"White" "Too Much"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" NA
"White" "Too Little"
"Black" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"Black" "Too Little"
"White" "About Right"
"Black" "About Right"
"White" "Too Little"
"White" NA
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"Black" "Too Little"
"Black" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"Black" "Too Little"
"Black" "Too Little"
"Black" "Too Little"
"Other" "About Right"
"White" NA
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"Black" "Too Little"
"White" "Too Little"
"Black" "Too Little"
"Black" "About Right"
"Black" "Too Little"
"White" "Too Little"
"White" NA
"Black" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "About Right"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" NA
"Black" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"Black" "Too Much"
"Black" "About Right"
"White" "About Right"
"Black" "Too Little"
"Black" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Much"
"White" "About Right"
"Black" "Too Little"
"Black" "Too Little"
"Black" "Too Little"
"Black" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"Black" "About Right"
"Black" "Too Little"
"Black" "Too Little"
"Black" NA
"Black" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Much"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"Black" "Too Little"
"Other" "Too Little"
"Black" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"Black" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Much"
"White" "Too Much"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "About Right"
"White" "Too Little"
"White" "Too Much"
"White" "Too Much"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" NA
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "About Right"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"Black" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"Black" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" NA
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" "About Right"
"White" NA
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"Black" NA
"White" "Too Little"
"Black" "Too Little"
"Black" "Too Little"
"Black" "Too Little"
"Black" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"Black" "Too Little"
"White" "Too Little"
"Black" "About Right"
"White" "Too Little"
"White" NA
"Black" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Much"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"Black" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" NA
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Much"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"Black" "Too Little"
"White" "Too Little"
"Black" "Too Little"
"Black" "Too Little"
"White" "Too Little"
"Black" NA
"White" NA
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"Black" "Too Little"
"Black" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"Black" "Too Little"
"Black" "Too Little"
"Black" "Too Much"
"White" "Too Little"
"Black" "About Right"
"Black" "Too Little"
"Black" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"Black" "About Right"
"Black" "About Right"
"Black" "Too Little"
"Black" "About Right"
"Black" "About Right"
"Black" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"Black" "Too Little"
"Black" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" NA
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"Black" "Too Little"
"Black" "Too Much"
"Black" "Too Little"
"Black" "Too Little"
"Black" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Much"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Much"
"White" "About Right"
"White" "About Right"
"Black" "About Right"
"Black" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "About Right"
"Black" "About Right"
"White" "Too Little"
"Black" "Too Little"
"Black" "Too Little"
"Black" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"Black" "About Right"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"Black" "Too Little"
"Black" "Too Much"
"Black" "About Right"
"Black" "Too Little"
"Black" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" NA
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"Other" "Too Little"
"White" "Too Much"
"White" "Too Much"
"White" NA
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" NA
"Black" "Too Little"
"White" "Too Little"
"White" "Too Little"
"Black" "Too Little"
"Black" "Too Little"
"Black" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"Black" "Too Little"
"White" NA
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "About Right"
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"Black" "Too Little"
"Black" "Too Much"
"Black" "About Right"
"Black" "Too Little"
"Black" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"Black" "Too Little"
"Black" "About Right"
"Black" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Much"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"Black" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"Other" NA
"White" "Too Much"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"Black" "About Right"
"White" "About Right"
"White" "Too Much"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"Black" "Too Little"
"Black" "Too Little"
"Black" "Too Little"
"Black" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "About Right"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "About Right"
"White" "Too Much"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
